latitude,longitude,elevation,date,month,season,soil_moisture,soil_temperature,soil_ph,bulk_density,sand_percentage,silt_percentage,clay_percentage,nitrogen_content,phosphorus_content,potassium_content,organic_matter,electrical_conductivity,air_temperature,relative_humidity,rainfall,solar_radiation,days_since_fertilization,fertilizer_type,irrigation_frequency,crop_rotation,soil_health_index,crop_yield_potential,fertilizer_n_recommendation,fertilizer_p_recommendation,fertilizer_k_recommendation,irrigation_requirement,soil_degradation_risk,cluster_labels
44.5,-97.8,868.8,2024-05-22,5,Spring,34.2,19.9,9.0,1.7,58.2,33.9,7.9,5.0,18.6,49.3,1.41,0.2,21.0,46.3,22.3,16.0,217,Organic,2,Monoculture,46.4,3.0,195.0,81.4,100.7,15.8,Medium,0
40.2,-80.9,153.6,2024-07-16,7,Summer,19.1,24.3,8.48,1.6,65.2,30.5,4.3,32.1,21.2,70.8,1.35,0.3,20.2,65.6,44.0,24.6,223,NPK,2,Diversified,42.4,3.2,167.9,78.8,79.2,46.4,Medium,2
44.4,-86.0,848.5,2024-06-07,6,Summer,16.4,21.7,9.0,1.6,68.1,25.9,6.0,19.0,7.0,110.0,2.03,1.7,22.4,56.8,7.4,21.7,209,Phosphorus,2,Fallow,51.8,2.4,181.0,93.0,40.0,50.4,Medium,2
33.8,-88.2,230.1,2023-04-26,4,Spring,31.1,24.1,6.31,1.4,44.6,51.0,4.3,16.2,3.4,41.5,0.5,0.6,29.6,30.5,66.0,16.6,253,Nitrogen,1,Diversified,51.7,4.2,183.8,96.6,108.5,18.9,Medium,1
30.6,-74.5,201.6,2024-08-09,8,Summer,34.1,27.1,7.69,1.2,30.8,32.6,36.6,19.3,11.2,139.8,4.38,1.2,29.6,47.4,43.8,27.2,119,Phosphorus,5,Wheat-Legume,68.9,4.0,180.7,88.8,10.2,23.9,Low,1
41.0,-119.1,649.5,2023-04-27,4,Spring,29.8,17.5,6.38,1.4,19.5,65.0,15.5,14.1,8.8,36.1,2.71,0.2,21.1,56.9,89.7,14.3,221,Organic,2,Monoculture,67.7,5.6,185.9,91.2,113.9,20.2,Low,0
31.5,-92.1,302.8,2023-10-02,10,Fall,26.8,17.7,9.0,1.4,35.1,48.8,16.1,11.6,15.3,25.2,5.85,0.5,16.4,63.3,3.3,16.8,212,NPK,1,Wheat-Legume,68.2,4.0,188.4,84.7,124.8,23.2,Low,3
31.0,-80.6,270.5,2024-07-10,7,Summer,22.9,29.8,6.48,1.2,68.8,19.5,11.7,20.6,16.4,49.9,0.78,0.3,29.1,64.9,134.7,28.8,88,,3,Diversified,57.2,6.7,179.4,83.6,100.1,40.7,Medium,1
29.7,-92.9,147.2,2024-01-11,1,Winter,46.3,13.3,5.48,1.0,55.9,31.1,13.0,16.3,8.1,26.2,0.68,3.5,15.0,54.7,9.8,11.6,60,Nitrogen,2,Monoculture,45.6,1.9,183.7,91.9,123.8,3.0,Medium,0
27.6,-103.8,158.6,2024-07-09,7,Summer,20.9,30.1,5.66,1.5,58.2,16.9,24.9,12.2,19.1,43.4,0.56,0.3,33.2,42.0,48.2,28.2,248,,5,Monoculture,48.8,3.0,187.8,80.9,106.6,43.7,Medium,1
30.1,-113.2,277.7,2023-02-12,2,Winter,34.8,11.8,7.32,1.2,62.9,25.0,12.1,52.0,18.9,31.2,3.05,0.6,15.6,70.9,10.3,14.5,207,NPK,1,Wheat-Legume,63.9,3.7,148.0,81.1,118.8,12.1,Low,0
32.1,-75.6,649.3,2024-03-27,3,Spring,24.2,22.2,8.38,1.4,54.2,36.5,9.3,19.1,5.6,49.6,0.5,0.1,24.3,29.6,26.3,19.1,200,Nitrogen,1,Corn-Soy,48.6,2.9,180.9,94.4,100.4,25.8,Medium,2
38.5,-96.5,90.1,2024-07-13,7,Summer,13.0,23.9,5.67,1.0,34.0,37.2,28.8,16.2,5.6,58.1,0.5,0.1,24.2,56.8,33.0,24.2,162,,2,Monoculture,41.0,3.0,183.8,94.4,91.9,55.4,Medium,1
26.3,-76.1,239.6,2023-08-12,8,Summer,21.9,33.5,8.19,1.2,48.8,32.9,18.3,19.7,17.9,47.5,2.35,0.1,33.9,43.9,78.8,31.8,287,,5,Wheat-Legume,47.9,2.8,180.3,82.1,102.5,42.1,Low,1
29.2,-90.7,73.6,2024-03-11,3,Spring,39.4,27.1,9.0,1.4,57.9,30.2,11.9,19.2,6.9,57.9,1.26,0.4,27.1,60.2,66.3,22.4,312,NPK,0,Fallow,49.5,4.6,180.8,93.1,92.1,10.6,Medium,2
41.2,-86.3,140.7,2023-04-15,4,Spring,35.1,19.7,9.0,1.4,36.2,63.7,0.1,18.1,33.4,51.0,2.6,1.0,19.5,35.4,93.6,21.7,73,Nitrogen,4,Corn-Soy,54.7,4.7,181.9,66.6,99.0,14.9,Low,1
27.9,-79.8,413.6,2024-10-31,10,Fall,5.3,24.3,8.15,1.4,51.9,40.5,7.7,9.9,9.9,32.3,3.35,1.0,23.7,56.4,19.2,18.7,151,Organic,1,Wheat-Legume,47.9,3.1,190.1,90.1,117.7,44.7,Low,2
31.9,-87.0,118.4,2023-09-11,9,Fall,27.9,17.9,8.44,1.3,16.6,68.3,15.1,39.0,22.0,41.0,4.22,0.1,21.5,55.3,15.9,19.5,33,,3,Fallow,64.1,3.5,161.0,78.0,109.0,22.1,Low,3
42.3,-100.1,541.6,2023-11-01,11,Fall,9.7,12.9,7.88,1.3,78.6,8.5,12.8,13.3,7.6,35.1,4.37,0.8,15.0,73.5,4.3,18.9,358,NPK,1,Diversified,63.3,2.5,186.7,92.4,114.9,40.3,Low,3
28.1,-94.3,117.9,2023-02-03,2,Winter,36.7,16.8,5.01,1.4,22.5,68.0,9.5,44.4,8.0,48.7,1.52,1.1,20.4,65.3,11.2,18.0,221,NPK,0,Corn-Soy,58.4,4.0,155.6,92.0,101.3,10.6,Medium,0
26.7,-79.8,162.9,2024-04-05,4,Spring,34.4,27.3,8.95,1.4,67.0,24.1,9.0,11.2,4.2,49.2,6.08,0.8,28.4,52.4,4.3,23.6,317,NPK,1,Corn-Soy,68.3,4.0,188.8,95.8,100.8,15.6,Low,2
34.7,-101.3,41.7,2023-09-27,9,Fall,20.8,18.2,6.24,1.4,86.4,9.3,4.2,31.8,9.0,60.9,6.38,0.1,19.9,63.9,46.3,16.9,360,NPK,2,Fallow,82.6,4.9,168.2,91.0,89.1,29.2,Low,2
31.0,-100.6,542.1,2023-12-23,12,Winter,35.8,13.9,9.0,1.1,66.1,33.7,0.2,33.7,7.0,33.1,3.98,0.6,10.4,76.2,13.6,13.3,103,NPK,2,Wheat-Legume,66.4,3.2,166.3,93.0,116.9,11.3,Low,3
36.3,-115.2,489.0,2023-03-31,3,Spring,27.9,19.2,5.93,1.7,48.9,29.4,21.7,20.9,4.3,54.1,4.34,0.2,23.5,58.5,80.1,17.6,335,NPK,3,Wheat-Legume,75.3,6.9,179.1,95.7,95.9,22.1,Medium,2
41.1,-74.3,75.6,2024-03-25,3,Spring,31.2,13.6,6.42,1.3,42.0,36.4,21.6,8.2,11.4,39.7,0.82,0.7,16.8,48.8,26.7,16.6,349,NPK,4,Wheat-Legume,58.5,3.4,191.8,88.6,110.3,18.8,Medium,0
27.7,-115.4,202.7,2023-05-01,5,Spring,18.5,26.7,7.5,1.3,64.8,31.1,4.2,21.2,31.5,57.0,1.02,0.3,29.1,79.4,55.7,19.3,354,NPK,1,Fallow,49.0,4.0,178.8,68.5,93.0,31.5,Medium,2
36.6,-87.6,189.0,2023-08-31,8,Summer,20.0,29.2,9.0,1.2,64.3,21.1,14.6,38.7,7.3,49.6,3.21,0.6,33.9,48.2,34.8,25.9,293,NPK,3,Diversified,55.4,3.9,161.3,92.7,100.4,45.1,Low,1
35.1,-99.3,176.0,2023-08-03,8,Summer,29.4,27.1,7.61,1.3,30.8,59.0,10.3,10.1,10.3,77.4,3.47,0.2,34.2,57.9,85.7,20.0,313,NPK,5,Wheat-Legume,73.7,6.2,189.9,89.7,72.6,30.9,Low,1
27.9,-99.7,873.0,2024-08-25,8,Summer,11.4,30.5,7.61,1.0,48.2,35.7,16.1,16.6,37.8,50.6,2.04,0.1,30.1,47.4,22.6,26.2,202,NPK,6,Wheat-Legume,58.5,3.1,183.4,62.2,99.4,58.0,Low,1
37.5,-86.0,174.1,2024-12-06,12,Winter,36.5,8.8,5.53,1.2,46.6,43.0,10.4,12.6,16.0,20.0,1.52,1.3,15.0,75.4,36.7,12.7,42,Organic,1,Monoculture,55.6,3.6,187.4,84.0,130.0,10.8,Medium,3
30.5,-116.6,123.9,2023-12-26,12,Winter,13.9,13.1,5.31,0.9,43.8,42.4,13.8,26.2,8.9,61.0,2.35,0.6,18.9,48.0,6.9,17.4,133,,0,Fallow,50.8,3.2,173.8,91.1,89.0,28.9,Low,3
34.8,-90.3,47.1,2024-12-28,12,Winter,20.5,15.1,6.18,1.2,11.3,41.5,47.2,45.6,5.1,30.0,2.76,1.4,15.9,85.3,1.2,12.6,17,NPK,1,Fallow,68.0,3.6,154.4,94.9,120.0,23.6,Low,3
26.6,-81.4,129.5,2024-09-16,9,Fall,19.5,20.3,8.36,1.3,54.9,39.0,6.1,20.0,8.5,71.5,2.78,0.8,19.0,77.4,10.2,19.4,300,Phosphorus,1,Corn-Soy,52.2,3.4,180.0,91.5,78.5,30.5,Low,3
34.2,-78.6,647.9,2024-10-09,10,Fall,23.2,19.7,7.61,1.4,58.0,17.9,24.1,13.9,6.6,44.7,2.02,0.1,22.5,49.2,83.2,14.8,6,NPK,1,Diversified,66.2,6.3,186.1,93.4,105.3,26.8,Low,2
31.1,-111.5,300.3,2024-03-14,3,Spring,25.4,22.9,6.96,1.3,50.7,39.4,9.9,51.7,7.3,52.6,3.3,0.6,28.3,44.0,25.1,16.9,311,,0,Corn-Soy,64.1,4.1,148.3,92.7,97.4,24.6,Low,2
41.4,-75.1,300.8,2023-06-19,6,Summer,17.2,20.8,6.31,1.4,42.1,56.7,1.2,22.5,9.3,91.8,4.25,0.4,19.0,62.2,81.5,24.0,78,NPK,1,Diversified,72.2,6.0,177.5,90.7,58.2,49.2,Low,1
26.1,-87.2,136.4,2024-09-22,9,Fall,30.9,21.7,8.95,1.0,39.3,42.0,18.7,19.8,8.1,59.6,1.4,0.2,20.0,66.5,21.8,21.6,106,NPK,0,Monoculture,53.0,3.7,180.2,91.9,90.4,19.1,Medium,3
33.4,-75.9,580.6,2023-05-23,5,Spring,39.5,26.1,9.0,1.3,34.8,30.6,34.6,18.1,3.7,54.9,4.98,1.0,29.8,45.6,68.3,16.3,28,Organic,0,Diversified,73.2,5.1,181.9,96.3,95.1,10.5,Low,2
34.2,-95.7,378.6,2023-07-31,7,Summer,18.6,27.0,8.74,1.6,43.8,40.6,15.6,11.5,11.2,62.8,0.5,0.8,29.5,55.2,111.4,26.2,357,NPK,3,Fallow,48.2,4.9,188.5,88.8,87.2,47.1,Medium,1
39.5,-92.9,178.1,2023-07-31,7,Summer,18.8,25.3,9.0,1.4,84.6,10.0,5.4,28.4,8.2,34.0,2.05,0.1,29.8,50.2,67.6,25.7,118,,2,Monoculture,48.7,3.2,171.6,91.8,116.0,46.7,Low,2
36.5,-74.0,108.0,2023-03-02,3,Spring,27.7,21.3,6.79,1.2,39.7,44.3,16.0,31.6,8.1,87.8,2.77,0.4,24.1,59.0,49.2,20.5,259,NPK,1,Fallow,68.6,5.5,168.4,91.9,62.2,22.3,Low,0
38.3,-75.0,240.1,2024-08-06,8,Summer,39.7,26.7,8.39,1.3,43.2,16.6,40.2,17.6,12.1,44.7,1.11,0.7,29.8,48.1,101.5,25.4,284,NPK,6,Diversified,49.9,4.6,182.4,87.9,105.3,15.4,Medium,1
40.5,-97.6,116.2,2023-12-26,12,Winter,30.1,13.9,9.0,1.6,44.0,54.5,1.5,28.5,8.2,53.9,1.68,0.1,16.3,81.8,0.6,9.5,15,NPK,0,Diversified,52.3,2.5,171.5,91.8,96.1,15.9,Medium,3
42.2,-106.3,218.8,2024-06-29,6,Summer,34.6,22.8,9.0,1.4,51.2,38.4,10.3,7.0,14.4,49.1,3.0,2.4,24.9,63.6,61.3,20.9,62,NPK,3,Wheat-Legume,53.9,4.5,193.0,85.6,100.9,23.1,Medium,2
31.3,-100.3,280.2,2023-10-15,10,Fall,27.9,19.9,9.0,1.4,55.8,38.9,5.3,17.6,11.4,31.0,0.55,0.5,23.9,53.0,27.1,18.2,271,Phosphorus,4,Monoculture,45.8,3.0,182.4,88.6,119.0,22.1,Medium,2
35.8,-100.6,141.7,2024-09-03,9,Fall,21.2,19.1,9.0,1.1,51.3,8.2,40.5,14.7,10.7,24.7,3.94,1.0,17.1,76.1,34.1,20.3,305,NPK,0,Diversified,52.2,2.5,185.3,89.3,125.3,28.8,Low,3
41.8,-105.7,20.3,2024-07-05,7,Summer,16.8,23.2,9.0,1.2,49.6,19.7,30.6,22.1,9.7,49.8,2.57,0.4,25.0,46.3,71.9,24.4,4,NPK,4,Corn-Soy,60.6,4.8,177.9,90.3,100.2,49.8,Low,1
44.8,-106.6,346.8,2023-06-22,6,Summer,28.2,23.3,6.27,1.3,49.5,39.6,10.9,11.5,6.4,79.4,1.62,0.2,23.9,51.2,36.3,24.0,145,NPK,5,Fallow,63.7,3.9,188.5,93.6,70.6,32.6,Medium,1
42.8,-76.9,145.4,2023-11-28,11,Fall,15.7,16.1,5.91,1.7,61.0,38.5,0.6,8.6,17.2,67.7,1.16,0.9,16.6,76.4,3.5,18.1,212,,5,Corn-Soy,42.3,1.7,191.4,82.8,82.3,34.3,Medium,3
32.4,-116.5,278.4,2024-12-21,12,Winter,26.9,11.7,6.71,1.1,33.6,18.8,47.6,17.4,22.4,88.2,1.97,0.3,15.6,74.8,18.0,15.3,88,Phosphorus,1,Monoculture,60.9,3.2,182.6,77.6,61.8,18.5,Medium,3
28.9,-86.1,226.4,2023-10-27,10,Fall,27.3,20.7,6.43,1.4,35.2,26.1,38.6,19.3,7.8,118.9,3.22,0.4,25.1,57.4,18.8,21.6,320,Organic,3,Monoculture,69.3,4.7,180.7,92.2,31.1,22.7,Low,1
34.8,-111.4,775.3,2023-10-24,10,Fall,20.1,15.8,6.09,1.4,41.3,27.4,31.3,36.7,15.7,52.0,1.57,0.4,20.2,67.0,5.2,19.3,227,NPK,0,Diversified,53.6,2.5,163.3,84.3,98.0,29.9,Medium,3
39.8,-102.8,256.2,2024-08-09,8,Summer,18.8,27.5,9.0,1.4,57.5,29.5,13.0,26.2,7.4,44.3,1.37,0.1,31.9,61.0,57.1,19.4,42,NPK,5,Wheat-Legume,49.5,2.8,173.8,92.6,105.7,46.7,Medium,1
34.9,-116.9,485.6,2023-10-01,10,Fall,19.5,18.4,5.35,1.3,39.7,54.4,6.0,28.6,4.9,46.6,3.23,0.2,21.2,60.1,25.6,19.8,197,Organic,3,Monoculture,61.7,3.1,171.4,95.1,103.4,30.5,Low,3
34.7,-106.5,185.8,2024-06-10,6,Summer,16.5,27.3,9.0,1.2,70.4,20.7,8.9,7.7,6.4,52.6,8.0,0.2,25.0,55.0,146.5,29.8,67,Organic,6,Monoculture,67.9,7.1,192.3,93.6,97.4,50.2,Low,1
41.8,-81.6,118.0,2024-11-26,11,Fall,25.6,14.0,8.6,1.7,44.9,34.0,21.2,34.6,5.3,64.0,5.32,0.1,15.3,83.4,8.0,11.8,259,NPK,0,Fallow,68.7,3.1,165.4,94.7,86.0,24.4,Medium,3
32.2,-75.7,357.8,2023-04-08,4,Spring,30.3,23.4,4.54,1.2,34.0,50.6,15.4,32.7,31.2,35.5,0.99,0.1,26.7,41.9,97.3,22.0,224,Nitrogen,2,Wheat-Legume,53.2,4.3,167.3,68.8,114.5,19.7,Medium,1
42.2,-108.9,136.7,2023-05-19,5,Spring,19.2,19.1,6.34,1.2,34.5,47.0,18.5,25.6,8.8,38.1,1.88,0.4,21.5,55.6,39.5,19.2,258,NPK,2,Diversified,61.6,4.0,174.4,91.2,111.9,30.8,Medium,3
33.1,-96.8,427.0,2024-02-26,2,Winter,26.1,11.0,6.15,1.5,32.0,33.4,34.6,5.3,11.3,50.0,0.5,0.2,15.6,75.8,6.7,13.2,59,Organic,2,Corn-Soy,54.4,2.5,194.7,88.7,100.0,19.1,Medium,0
31.6,-96.5,84.2,2023-03-02,3,Spring,27.1,22.6,5.81,1.3,61.6,16.3,22.0,21.1,20.8,77.6,2.47,0.3,25.5,48.0,96.9,14.5,313,NPK,0,Wheat-Legume,61.5,5.8,178.9,79.2,72.4,22.9,Low,2
34.1,-76.3,324.6,2023-10-11,10,Fall,19.0,17.9,5.79,1.0,42.3,42.4,15.3,14.9,5.9,52.4,0.5,0.3,20.2,62.7,8.0,14.0,51,NPK,3,Corn-Soy,50.9,2.1,185.1,94.1,97.6,31.0,Medium,3
40.2,-81.9,251.0,2024-11-02,11,Fall,26.8,15.7,5.96,1.5,62.2,22.6,15.2,16.7,6.9,79.9,0.5,0.5,15.3,57.8,17.7,17.0,262,NPK,5,Fallow,55.4,2.7,183.3,93.1,70.1,23.2,Medium,3
27.5,-94.3,677.7,2023-05-10,5,Spring,24.4,29.0,5.85,1.2,32.9,37.5,29.6,13.7,7.1,60.0,2.47,0.9,29.9,50.2,46.9,24.9,79,Organic,2,Monoculture,63.9,4.2,186.3,92.9,90.0,25.6,Low,1
28.9,-86.5,348.9,2024-12-19,12,Winter,50.0,12.6,6.33,1.2,61.4,24.6,13.9,24.0,6.1,51.5,0.7,0.1,17.7,50.1,5.6,10.5,150,NPK,1,Monoculture,56.5,2.6,176.0,93.9,98.5,0.0,Medium,3
44.0,-77.6,229.2,2023-05-16,5,Spring,41.1,14.2,5.94,1.8,64.8,30.6,4.6,11.0,14.7,60.6,4.83,0.2,15.3,56.4,22.7,14.4,64,NPK,0,Wheat-Legume,75.9,3.4,189.0,85.3,89.4,8.9,Medium,0
28.5,-119.5,450.3,2023-09-13,9,Fall,33.0,24.0,6.12,1.3,75.9,15.9,8.2,21.2,34.8,53.5,5.13,0.4,28.4,52.9,61.2,22.2,312,NPK,5,Corn-Soy,79.4,6.6,178.8,65.2,96.5,17.0,Low,2
36.4,-99.9,19.9,2023-05-30,5,Spring,21.7,19.6,9.0,1.3,60.6,33.4,6.0,38.4,24.0,50.6,1.65,0.7,16.3,76.8,49.2,16.4,363,Nitrogen,1,Diversified,53.9,3.9,161.6,76.0,99.4,28.3,Medium,0
36.6,-74.6,380.8,2024-12-29,12,Winter,13.8,15.6,8.31,1.5,26.0,72.9,1.2,15.4,3.7,87.2,0.5,0.2,15.1,70.2,25.6,11.1,235,NPK,0,Wheat-Legume,44.2,1.2,184.6,96.3,62.8,29.0,Medium,3
34.8,-83.0,405.1,2023-11-26,11,Fall,19.3,20.6,9.0,1.1,35.0,58.8,6.2,16.4,17.2,82.5,1.56,0.2,17.8,79.7,10.2,22.4,202,NPK,1,Wheat-Legume,52.0,2.6,183.6,82.8,67.5,30.7,Medium,3
37.9,-92.9,438.2,2023-09-11,9,Fall,24.3,17.6,5.38,1.4,43.9,27.1,29.0,10.7,30.2,51.9,0.71,0.6,12.8,77.4,34.2,19.0,128,Organic,1,Wheat-Legume,47.4,2.6,189.3,69.8,98.1,25.7,Medium,3
29.6,-93.5,416.4,2024-11-23,11,Fall,20.7,23.1,6.07,1.5,31.6,61.8,6.6,30.1,6.5,49.6,5.14,0.5,19.6,57.5,23.8,21.1,333,Organic,3,Fallow,74.1,4.6,169.9,93.5,100.4,29.3,Low,3
36.1,-102.6,369.6,2024-02-07,2,Winter,25.8,6.0,5.73,1.6,22.3,54.7,23.1,12.6,4.6,87.8,0.94,0.7,7.5,94.6,13.2,9.2,129,,4,Corn-Soy,50.2,3.4,187.4,95.4,62.2,19.4,Medium,0
32.4,-94.0,192.7,2024-05-16,5,Spring,16.1,20.6,9.0,1.4,51.0,42.7,6.3,14.4,23.8,50.6,1.25,0.3,26.9,57.6,40.5,16.8,249,Nitrogen,4,Wheat-Legume,47.1,2.8,185.6,76.2,99.4,33.9,Medium,1
38.2,-87.2,284.8,2023-05-26,5,Spring,24.6,21.0,9.0,1.1,69.5,22.5,8.0,29.2,11.6,72.1,1.77,0.1,18.1,70.1,44.6,17.5,351,NPK,3,Fallow,56.0,4.0,170.8,88.4,77.9,25.4,Medium,2
27.8,-99.1,152.5,2024-08-14,8,Summer,20.1,30.8,6.82,1.4,68.5,25.3,6.1,24.9,15.1,75.2,1.0,0.4,32.9,57.2,27.9,28.1,93,Organic,4,Wheat-Legume,62.2,3.4,175.1,84.9,74.8,44.9,Medium,1
36.4,-84.3,126.0,2024-10-09,10,Fall,18.0,15.7,9.0,1.0,59.1,5.2,35.7,8.7,12.3,84.0,0.5,0.2,17.0,63.2,14.6,18.5,31,Nitrogen,3,Monoculture,50.2,2.7,191.3,87.7,66.0,32.0,Medium,3
28.7,-76.9,199.2,2023-10-03,10,Fall,18.0,22.8,6.75,1.5,41.7,21.7,36.6,26.3,19.3,86.0,8.0,3.1,24.9,61.8,19.3,24.2,271,Phosphorus,1,Wheat-Legume,71.0,4.1,173.7,80.7,64.0,32.0,Medium,2
30.6,-112.3,219.6,2024-10-04,10,Fall,15.6,20.7,6.8,1.5,71.9,25.9,2.2,17.6,15.5,52.8,1.29,0.4,22.1,54.5,32.1,19.4,90,Nitrogen,4,Fallow,56.9,4.4,182.4,84.5,97.2,34.4,Medium,2
29.4,-97.4,336.3,2024-02-29,2,Winter,43.2,18.0,5.93,1.3,52.3,26.0,21.7,19.0,12.0,90.4,4.27,0.3,17.9,65.6,25.0,14.7,292,,0,Monoculture,59.9,3.9,181.0,88.0,59.6,5.4,Low,0
28.7,-99.6,607.9,2024-01-20,1,Winter,35.7,14.1,6.55,1.3,59.9,36.4,3.7,41.6,16.8,75.5,7.28,0.7,9.3,68.0,15.7,7.5,29,Organic,0,Diversified,85.6,5.2,158.4,83.2,74.5,11.5,Low,0
41.5,-85.6,479.4,2024-04-07,4,Spring,37.6,18.7,6.96,1.3,41.2,25.9,32.8,30.8,20.0,45.3,2.43,1.9,22.4,61.7,40.2,14.5,256,NPK,2,Corn-Soy,60.8,4.9,169.2,80.0,104.7,12.4,Low,0
30.7,-107.5,317.0,2023-03-19,3,Spring,32.2,27.2,5.67,1.3,71.3,18.3,10.4,36.9,14.3,68.6,3.64,0.3,32.3,51.6,8.2,21.0,74,Organic,2,Diversified,76.7,4.4,163.1,85.7,81.4,17.8,Low,2
43.5,-88.0,557.5,2024-10-10,10,Fall,11.3,11.2,9.0,1.5,81.4,15.0,3.5,12.4,7.9,81.7,4.5,0.2,13.1,72.1,23.4,13.6,352,NPK,0,Diversified,59.0,3.4,187.6,92.1,68.3,38.7,Low,3
44.4,-76.1,258.1,2023-04-06,4,Spring,35.9,17.1,9.0,1.2,64.8,30.1,5.1,42.0,13.1,39.4,2.27,0.3,19.3,67.1,57.9,12.3,242,NPK,1,Fallow,56.3,3.6,158.0,86.9,110.6,14.1,Low,0
36.4,-99.1,373.6,2024-02-17,2,Winter,40.8,8.7,6.09,1.7,35.1,53.3,11.6,13.5,15.9,62.8,6.57,0.6,6.6,60.4,3.0,15.9,284,Nitrogen,1,Corn-Soy,74.7,2.7,186.5,84.1,87.2,7.4,Medium,0
27.9,-74.4,193.3,2024-06-11,6,Summer,34.0,35.0,4.88,1.3,76.4,13.7,9.9,14.0,13.8,87.4,2.84,0.6,35.5,43.8,15.3,29.6,219,NPK,5,Monoculture,62.1,2.8,186.0,86.2,62.6,24.1,Low,1
32.5,-70.3,253.1,2023-10-12,10,Fall,27.0,24.1,6.72,1.5,77.8,4.2,18.0,19.1,19.4,42.4,2.36,0.7,27.7,37.9,13.1,17.1,220,Organic,2,Corn-Soy,63.9,4.3,180.9,80.6,107.6,23.0,Low,2
41.0,-114.7,207.9,2024-12-12,12,Winter,30.0,9.7,6.82,1.0,58.2,31.8,10.0,26.4,19.0,73.6,2.13,0.5,8.6,89.9,42.2,12.5,173,Nitrogen,1,Corn-Soy,72.0,3.2,173.6,81.0,76.4,16.0,Low,3
32.3,-108.3,56.9,2024-01-13,1,Winter,30.0,14.8,9.0,1.2,73.7,20.2,6.1,37.6,13.8,34.2,2.76,1.5,16.5,77.1,59.5,12.0,138,NPK,0,Fallow,56.6,4.1,162.4,86.2,115.8,16.0,Low,0
26.7,-72.5,58.2,2024-04-10,4,Spring,34.2,25.9,7.29,1.5,54.0,45.5,0.5,19.6,9.7,31.2,1.48,0.2,34.4,32.1,36.4,16.4,145,Nitrogen,3,Wheat-Legume,60.4,3.6,180.4,90.3,118.8,15.8,Medium,1
36.1,-72.1,76.4,2024-05-14,5,Spring,16.9,21.1,5.0,1.4,66.4,32.1,1.5,48.1,15.9,60.4,3.84,0.1,23.8,51.4,46.5,16.0,180,Organic,1,Wheat-Legume,65.1,4.5,151.9,84.1,89.6,33.1,Low,2
41.9,-115.1,318.7,2023-12-02,12,Winter,35.1,8.8,6.67,1.3,28.5,12.6,58.9,56.4,3.3,45.7,4.23,0.1,7.4,95.0,4.2,8.4,363,NPK,2,Wheat-Legume,78.3,3.9,143.6,96.7,104.3,11.9,Low,3
40.9,-119.3,617.0,2024-08-18,8,Summer,18.1,22.3,7.39,1.5,27.5,29.5,43.1,11.2,34.7,111.2,3.08,0.1,32.7,56.9,68.0,23.0,188,Phosphorus,5,Wheat-Legume,64.8,5.3,188.8,65.3,38.8,47.8,Low,1
28.5,-111.9,556.2,2023-01-03,1,Winter,47.7,17.2,6.01,1.7,52.7,3.1,44.2,39.5,52.2,32.6,2.38,0.1,20.3,66.4,29.7,11.8,278,Phosphorus,1,Corn-Soy,63.6,4.1,160.5,47.8,117.4,1.9,Medium,0
38.5,-70.2,376.4,2023-04-06,4,Spring,27.6,18.3,9.0,1.1,68.5,10.3,21.2,21.4,14.0,51.8,8.0,0.1,17.8,60.6,37.6,16.9,34,Nitrogen,1,Fallow,72.0,4.8,178.6,86.0,98.2,22.4,Low,2
29.4,-111.0,167.6,2024-04-14,4,Spring,31.6,24.1,9.0,1.5,29.5,10.3,60.1,33.4,11.9,47.1,1.57,0.2,25.8,35.5,32.7,21.7,99,Organic,3,Diversified,53.5,3.0,166.6,88.1,102.9,18.4,Medium,1
29.4,-94.9,122.7,2024-10-12,10,Fall,23.2,20.9,7.17,1.2,53.3,33.3,13.4,11.8,14.6,48.5,0.5,0.1,17.8,73.2,115.9,19.1,137,NPK,5,Wheat-Legume,49.8,4.4,188.2,85.4,101.5,26.8,Medium,1
42.5,-77.6,278.2,2024-11-11,11,Fall,16.5,12.7,9.0,1.5,60.8,20.3,18.9,37.2,22.8,128.1,4.83,0.2,12.3,68.2,7.5,15.1,57,Nitrogen,1,Fallow,70.8,4.3,162.8,77.2,21.9,33.5,Low,3
30.0,-119.0,164.0,2024-12-15,12,Winter,33.7,16.3,4.76,1.2,92.0,5.3,2.7,15.3,30.9,40.9,1.96,0.1,20.9,67.6,29.7,14.3,22,NPK,1,Corn-Soy,59.8,4.8,184.7,69.1,109.1,13.1,Medium,2
30.3,-89.8,69.9,2024-01-02,1,Winter,32.7,12.9,7.85,1.4,19.3,52.5,28.2,35.0,23.2,40.4,1.56,0.1,11.2,83.9,11.2,12.9,333,NPK,1,Diversified,53.5,3.0,165.0,76.8,109.6,13.8,Medium,0
25.0,-106.1,106.9,2023-03-06,3,Spring,38.2,29.1,8.0,1.4,42.0,56.0,2.0,19.6,36.5,83.6,0.5,0.4,26.9,50.0,13.7,22.7,301,Organic,1,Monoculture,50.3,3.1,180.4,63.5,66.4,11.8,Medium,1
42.4,-76.9,192.1,2024-07-01,7,Summer,27.8,22.6,6.42,1.2,63.1,21.5,15.4,18.8,21.1,24.4,5.13,0.1,27.4,53.6,38.1,23.4,185,Nitrogen,4,Diversified,78.1,5.8,181.2,78.9,125.6,33.4,Low,2
