field_id,measurement_date,soil_type,crop_type,region,season,soil_moisture_percent,soil_temperature_celsius,ph_level,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_percent,electrical_conductivity_ds_per_m,bulk_density_g_per_cm3,rainfall_last_week_mm,avg_humidity_percent,ndvi_vegetation_index,soil_health_score,health_category,recommendations
F3503,2024-08-18,Peat,Wheat,East,Spring,69.69,17.22,5.78,46.59,34.28,181.8,12.33,0.46,0.637,13.2,67.1,0.961,0.864,Excellent,Add lime to increase pH; Improve drainage
F3504,2024-08-15,Silt,Corn,South,Winter,37.84,12.96,6.67,58.19,19.51,161.96,4.33,0.61,1.285,8.9,77.6,0.331,0.893,Excellent,Maintain current practices
F3505,2025-03-11,Clay,Rice,West,Fall,34.97,12.87,7.0,41.27,24.59,154.57,3.36,2.27,1.273,28.5,82.0,0.293,0.811,Excellent,Reduce soil salinity
F3506,2025-03-17,Sandy,Tomato,East,Spring,16.03,12.67,6.23,73.56,30.25,111.57,2.72,1.01,1.419,19.3,66.7,0.585,0.747,Good,Apply potassium fertilizer; Increase irrigation
F3507,2025-06-07,Silt,Tomato,East,Winter,33.99,6.73,7.03,63.57,31.53,184.83,3.17,0.2,1.415,10.7,86.1,0.286,0.9,Excellent,Maintain current practices
F3508,2024-11-10,Clay,Soybean,North,Winter,45.68,1.5,7.14,28.73,24.06,171.24,3.42,0.14,1.29,8.6,51.8,0.255,0.745,Good,Apply nitrogen fertilizer
F3509,2025-04-08,Clay,Rice,South,Fall,35.87,17.75,7.19,44.55,21.69,196.0,3.48,0.34,1.33,11.8,88.6,0.407,0.815,Excellent,Maintain current practices
F3510,2024-05-31,Loam,Corn,East,Summer,21.78,26.23,6.9,80.74,18.12,210.92,3.79,0.5,1.66,22.7,69.6,0.506,0.918,Excellent,Maintain current practices
F3511,2025-02-03,Silt,Rice,South,Fall,30.08,17.16,6.92,39.19,25.2,184.92,2.97,0.18,1.349,13.2,57.9,0.492,0.896,Excellent,Maintain current practices
F3512,2025-01-02,Loam,Wheat,North,Summer,15.44,21.62,7.13,49.07,16.31,215.22,4.76,0.5,1.449,0.8,58.7,0.713,0.861,Excellent,Increase irrigation
F3513,2025-05-07,Sandy,Wheat,North,Winter,18.98,0.89,5.7,43.0,20.9,183.7,1.2,0.74,1.692,14.1,46.9,0.186,0.59,Fair,Add lime to increase pH; Increase irrigation; Add organic compost
F3514,2023-12-29,Silt,Tomato,North,Spring,37.27,12.26,6.52,66.78,27.47,184.52,3.61,0.29,1.349,12.0,59.5,0.493,0.823,Excellent,Maintain current practices
F3515,2025-07-16,Silt,Soybean,North,Spring,36.68,15.71,6.54,32.84,26.85,225.09,3.15,0.5,1.416,13.2,64.5,0.338,0.818,Excellent,Maintain current practices
F3516,2023-11-07,Sandy,Cotton,North,Spring,16.29,14.61,5.6,56.14,27.06,276.76,2.78,0.8,1.635,16.4,73.4,0.621,0.833,Excellent,Add lime to increase pH; Increase irrigation
F3517,2023-11-22,Silt,Wheat,Central,Fall,28.66,11.82,6.98,34.59,33.85,166.65,3.13,0.5,1.247,11.2,76.2,0.462,0.804,Excellent,Maintain current practices
F3518,2024-12-08,Loam,Corn,East,Spring,29.57,15.15,7.13,64.79,32.7,149.08,3.67,2.66,1.269,4.5,56.2,0.57,0.726,Good,Reduce soil salinity
F3519,2025-04-19,Silt,Rice,Central,Summer,24.36,25.35,6.76,34.27,14.08,116.23,3.11,1.0,1.396,4.6,82.9,0.744,0.783,Good,Apply phosphorus fertilizer; Apply potassium fertilizer
F3520,2024-09-12,Silt,Tomato,South,Spring,38.16,19.18,6.93,85.77,20.54,154.77,2.82,0.53,1.304,11.3,82.6,0.545,0.813,Excellent,Maintain current practices
F3521,2025-01-20,Sandy,Barley,East,Spring,12.49,12.42,5.96,54.11,28.93,204.68,2.43,2.49,1.57,9.2,61.3,0.48,0.729,Good,Add lime to increase pH; Increase irrigation; Reduce soil salinity
F3522,2024-10-05,Silt,Potato,Central,Fall,32.8,12.27,6.95,43.97,24.66,207.6,2.67,0.42,1.41,16.0,55.2,0.173,0.856,Excellent,Maintain current practices
F3523,2024-10-17,Sandy,Wheat,West,Summer,10.79,27.0,5.81,67.87,28.19,159.42,1.97,2.66,1.398,9.6,32.9,0.896,0.553,Fair,Add lime to increase pH; Increase irrigation; Add organic compost; Reduce soil salinity
F3524,2024-08-18,Silt,Rice,Central,Summer,21.52,28.48,7.29,51.01,35.26,153.26,3.26,0.76,1.337,1.4,95.0,0.437,0.78,Good,Maintain current practices
F3525,2024-09-28,Clay,Corn,West,Winter,51.34,9.96,6.87,68.29,19.31,206.58,3.14,3.15,1.332,7.6,58.2,0.694,0.742,Good,Improve drainage; Reduce soil salinity
F3526,2024-05-27,Clay,Rice,Central,Spring,38.92,13.42,6.68,52.32,15.0,224.23,3.9,0.77,1.424,10.5,74.5,0.661,0.878,Excellent,Apply phosphorus fertilizer
F3527,2023-11-08,Clay,Tomato,Central,Fall,35.24,12.65,7.29,70.9,14.81,139.94,3.54,0.43,1.497,17.3,61.6,0.124,0.805,Excellent,Apply phosphorus fertilizer
F3528,2024-04-25,Sandy,Soybean,South,Winter,22.61,12.41,5.56,28.86,26.78,178.64,1.0,0.21,1.493,3.6,45.3,0.462,0.652,Good,Add lime to increase pH; Apply nitrogen fertilizer; Add organic compost
F3529,2024-02-23,Clay,Rice,East,Fall,34.45,8.67,7.55,40.93,12.2,195.27,3.21,0.87,1.493,15.0,84.9,0.678,0.818,Excellent,Add sulfur to decrease pH; Apply phosphorus fertilizer
F3530,2024-12-22,Sandy,Cotton,West,Spring,19.08,17.55,6.47,57.71,31.37,267.76,1.75,0.1,1.514,2.9,72.6,0.684,0.75,Good,Increase irrigation; Add organic compost
F3531,2024-03-28,Peat,Corn,West,Spring,70.25,19.81,5.36,71.81,25.11,179.08,12.37,0.12,0.732,18.2,65.0,0.232,0.67,Good,Add lime to increase pH; Improve drainage
F3532,2023-09-01,Sandy,Corn,North,Summer,11.03,24.94,6.55,63.26,31.99,174.11,0.99,1.29,1.783,5.4,62.2,0.992,0.753,Good,Increase irrigation; Add organic compost
F3533,2024-05-01,Silt,Corn,South,Winter,39.39,4.21,6.96,69.82,25.64,212.87,3.2,0.56,1.36,24.9,86.4,0.078,0.867,Excellent,Maintain current practices
F3534,2025-01-20,Peat,Cotton,South,Winter,78.22,6.92,5.73,52.05,32.03,225.52,11.97,0.52,0.658,9.1,60.8,0.164,0.622,Good,Add lime to increase pH; Improve drainage
F3535,2024-03-13,Peat,Cotton,West,Spring,70.27,17.37,5.12,52.89,19.96,160.04,12.15,1.32,0.844,7.4,89.2,0.772,0.572,Fair,Add lime to increase pH; Improve drainage
F3536,2024-07-11,Sandy,Potato,North,Fall,14.58,9.91,5.74,45.19,30.39,190.0,1.8,0.48,1.455,8.4,57.2,0.359,0.668,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F3537,2023-10-19,Loam,Wheat,South,Fall,26.21,17.55,6.71,41.67,22.34,145.75,4.37,0.4,1.438,3.1,39.3,0.222,0.971,Excellent,Maintain current practices
F3538,2023-12-06,Sandy,Tomato,East,Spring,12.66,18.5,6.08,67.74,23.36,229.22,0.66,2.12,1.627,6.6,54.2,0.566,0.515,Fair,Increase irrigation; Add organic compost; Reduce soil salinity
F3539,2024-04-30,Silt,Barley,East,Spring,39.59,13.03,6.7,34.92,28.55,182.88,2.63,1.01,1.506,5.4,79.6,0.668,0.806,Excellent,Maintain current practices
F3540,2024-10-12,Silt,Soybean,East,Spring,34.91,16.47,7.17,41.34,26.59,115.77,2.76,0.28,1.229,20.7,73.6,0.591,0.767,Good,Apply potassium fertilizer
F3541,2025-01-24,Silt,Corn,South,Winter,42.09,11.1,7.36,46.35,22.92,171.26,3.1,1.31,1.23,9.1,55.0,0.181,0.741,Good,Maintain current practices
F3542,2023-09-15,Peat,Rice,South,Spring,71.19,19.55,5.57,44.31,33.39,102.47,10.89,1.66,0.892,55.3,75.2,0.384,0.773,Good,Add lime to increase pH; Apply potassium fertilizer; Improve drainage
F3543,2023-12-14,Sandy,Corn,West,Summer,7.4,26.85,6.45,63.07,22.13,80.0,1.15,1.25,1.678,25.8,73.5,0.746,0.594,Fair,Apply potassium fertilizer; Increase irrigation; Add organic compost
F3544,2024-02-23,Sandy,Barley,Central,Winter,24.16,3.62,5.74,53.84,19.9,179.85,2.61,0.37,1.576,1.6,65.9,0.546,0.764,Good,Add lime to increase pH
F3545,2024-04-27,Peat,Cotton,West,Winter,75.82,8.36,5.5,50.3,16.75,115.32,11.99,0.32,0.903,6.8,69.4,0.388,0.615,Good,Add lime to increase pH; Apply potassium fertilizer; Improve drainage
F3546,2023-12-27,Silt,Soybean,Central,Summer,24.46,25.62,6.92,44.48,19.28,168.25,2.97,0.54,1.506,5.7,64.5,0.524,0.845,Excellent,Maintain current practices
F3547,2024-10-23,Peat,Rice,Central,Fall,62.68,6.92,5.5,24.1,32.85,219.99,12.02,0.98,0.721,4.2,78.1,0.492,0.722,Good,Add lime to increase pH; Apply nitrogen fertilizer; Improve drainage
F3548,2023-09-24,Clay,Cotton,South,Winter,44.53,8.51,7.23,52.37,23.23,153.64,3.81,1.38,1.169,10.2,35.4,0.355,0.805,Excellent,Maintain current practices
F3549,2024-12-08,Silt,Tomato,West,Spring,38.86,14.78,7.08,64.89,33.7,137.67,3.2,0.38,1.393,14.8,54.5,0.739,0.896,Excellent,Maintain current practices
F3550,2024-04-29,Silt,Wheat,West,Winter,41.78,5.65,6.93,40.15,22.62,146.35,2.82,2.19,1.318,5.2,66.2,0.298,0.784,Good,Reduce soil salinity
F3551,2023-09-03,Silt,Rice,North,Fall,31.47,11.84,6.64,33.95,21.7,241.0,3.15,0.21,1.39,14.3,50.3,0.537,0.845,Excellent,Maintain current practices
F3552,2024-03-03,Silt,Rice,North,Summer,19.76,22.31,6.64,47.84,23.06,142.47,2.68,1.81,1.332,8.3,46.4,0.415,0.638,Good,Increase irrigation
F3553,2023-11-28,Sandy,Cotton,East,Summer,7.8,27.11,6.29,53.63,23.11,207.91,1.73,1.6,1.507,7.0,82.5,0.375,0.653,Good,Increase irrigation; Add organic compost
F3554,2025-03-06,Silt,Cotton,North,Fall,29.72,10.72,6.74,51.01,13.91,197.62,3.91,0.1,1.277,2.3,65.9,0.278,0.845,Excellent,Apply phosphorus fertilizer
F3555,2025-04-06,Silt,Corn,East,Winter,41.42,7.09,7.42,52.36,18.54,239.8,3.69,0.34,1.415,1.2,43.0,0.132,0.812,Excellent,Maintain current practices
F3556,2023-11-14,Sandy,Corn,Central,Summer,8.4,22.7,5.91,58.98,25.22,219.7,1.65,0.59,1.707,7.6,89.7,0.514,0.642,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F3557,2024-12-11,Peat,Rice,East,Winter,80.0,3.91,5.08,41.97,24.94,143.1,12.51,1.23,0.779,19.6,46.4,0.269,0.502,Fair,Add lime to increase pH; Improve drainage
F3558,2024-04-28,Peat,Wheat,Central,Fall,56.81,15.24,5.17,35.61,30.36,214.53,11.17,1.0,0.745,6.5,81.3,0.394,0.809,Excellent,Add lime to increase pH; Improve drainage
F3559,2024-02-10,Silt,Barley,Central,Spring,37.17,14.22,6.65,49.13,21.97,192.23,2.97,1.18,1.216,7.1,80.0,0.427,0.781,Good,Maintain current practices
F3560,2025-05-12,Sandy,Wheat,East,Spring,15.6,17.66,5.95,48.97,26.31,201.68,2.59,0.19,1.726,4.6,61.8,0.774,0.824,Excellent,Add lime to increase pH; Increase irrigation
F3561,2025-02-01,Sandy,Tomato,Central,Fall,16.71,9.87,6.22,51.46,17.49,161.75,1.62,1.0,1.602,3.4,60.9,0.452,0.752,Good,Increase irrigation; Add organic compost
F3562,2025-05-17,Loam,Rice,East,Fall,24.49,8.08,6.36,48.99,23.85,249.97,4.65,1.01,1.413,7.0,73.6,0.362,0.869,Excellent,Maintain current practices
F3563,2024-08-21,Peat,Corn,North,Fall,61.4,11.06,5.45,51.55,17.83,213.4,12.38,3.19,0.794,9.1,51.7,0.313,0.681,Good,Add lime to increase pH; Improve drainage; Reduce soil salinity
F3564,2023-12-03,Silt,Potato,North,Winter,40.57,2.89,7.32,52.16,27.16,129.38,3.12,0.73,1.238,11.2,70.3,0.319,0.778,Good,Maintain current practices
F3565,2024-12-02,Loam,Rice,South,Winter,37.81,10.3,6.04,20.58,34.64,106.64,3.93,0.27,1.338,5.0,75.9,0.695,0.793,Good,Apply nitrogen fertilizer; Apply potassium fertilizer
F3566,2023-09-27,Silt,Potato,South,Summer,18.26,31.74,7.52,66.11,12.65,201.14,2.77,0.87,1.313,8.3,80.6,0.566,0.771,Good,Add sulfur to decrease pH; Apply phosphorus fertilizer; Increase irrigation
F3567,2023-11-19,Peat,Potato,East,Winter,79.07,6.2,5.46,58.68,32.92,179.51,12.41,0.67,0.746,10.4,47.1,0.344,0.638,Good,Add lime to increase pH; Improve drainage
F3568,2025-05-18,Peat,Corn,West,Winter,80.0,3.98,5.9,55.41,18.17,161.95,11.9,1.19,0.677,6.7,52.4,0.295,0.692,Good,Add lime to increase pH; Improve drainage
F3569,2025-05-31,Peat,Potato,West,Summer,42.81,26.22,5.57,58.92,22.99,184.65,10.92,1.59,0.958,13.2,36.4,0.335,0.778,Good,Add lime to increase pH
F3570,2024-02-05,Peat,Tomato,Central,Winter,76.26,7.09,5.85,70.27,29.78,205.64,11.36,2.1,0.925,8.8,64.3,0.218,0.78,Good,Add lime to increase pH; Improve drainage; Reduce soil salinity
F3571,2025-01-18,Sandy,Cotton,Central,Summer,7.57,25.19,6.06,59.57,42.19,247.64,0.98,1.19,1.508,8.3,49.4,0.54,0.656,Good,Increase irrigation; Add organic compost
F3572,2024-10-13,Clay,Cotton,Central,Spring,42.58,13.86,7.71,64.28,31.99,174.45,2.98,1.54,1.201,2.5,47.1,0.704,0.703,Good,Add sulfur to decrease pH
F3573,2025-08-13,Sandy,Soybean,East,Spring,13.19,17.44,5.98,52.06,30.01,206.23,1.88,0.94,1.681,13.9,55.7,0.553,0.749,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F3574,2024-09-25,Loam,Wheat,East,Winter,30.6,5.3,6.91,42.29,30.76,162.42,4.67,0.92,1.417,6.2,82.6,0.329,0.974,Excellent,Maintain current practices
F3575,2023-10-02,Peat,Cotton,West,Spring,71.03,19.04,5.27,62.67,20.95,241.77,12.68,1.03,0.958,5.0,77.9,0.38,0.675,Good,Add lime to increase pH; Improve drainage
F3576,2024-08-16,Clay,Rice,East,Summer,25.79,23.2,7.23,42.18,18.4,158.78,3.37,1.92,1.268,10.0,71.0,0.754,0.817,Excellent,Maintain current practices
F3577,2025-02-18,Loam,Barley,East,Summer,21.61,25.38,6.85,44.77,36.19,176.31,4.05,0.6,1.32,13.4,86.3,0.33,0.913,Excellent,Maintain current practices
F3578,2024-03-19,Silt,Potato,Central,Winter,42.26,1.32,6.98,55.86,18.98,190.74,2.53,0.85,1.478,8.9,79.3,0.108,0.77,Good,Maintain current practices
F3579,2024-03-09,Sandy,Cotton,Central,Fall,9.56,11.41,6.29,39.1,23.34,147.35,2.7,1.12,1.805,11.3,77.3,0.0,0.688,Good,Increase irrigation
F3580,2024-10-05,Sandy,Rice,Central,Fall,16.25,15.34,5.67,43.41,21.8,132.12,2.47,0.35,1.697,7.6,54.0,0.386,0.723,Good,Add lime to increase pH; Increase irrigation
F3581,2024-08-14,Sandy,Soybean,Central,Spring,19.31,16.97,5.91,53.14,27.85,209.39,1.98,1.19,1.685,4.8,56.2,0.556,0.728,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F3582,2025-08-01,Silt,Rice,East,Spring,40.25,16.21,6.56,49.28,22.57,170.87,3.0,1.79,1.269,2.3,50.3,0.711,0.767,Good,Maintain current practices
F3583,2025-01-07,Loam,Rice,Central,Fall,24.7,9.69,6.66,41.83,11.66,221.8,3.9,2.57,1.288,9.3,69.3,0.543,0.833,Excellent,Apply phosphorus fertilizer; Reduce soil salinity
F3584,2025-04-12,Sandy,Cotton,West,Summer,9.82,24.21,6.26,64.08,34.26,174.29,1.95,0.68,1.609,5.4,59.2,0.691,0.772,Good,Increase irrigation; Add organic compost
F3585,2025-08-12,Sandy,Tomato,Central,Summer,14.7,22.96,6.2,82.7,22.19,235.8,1.44,0.88,1.799,2.7,53.4,0.484,0.728,Good,Increase irrigation; Add organic compost
F3586,2023-12-14,Sandy,Cotton,Central,Fall,12.77,14.41,6.56,32.23,29.16,97.58,1.12,1.18,1.506,8.6,67.9,0.345,0.653,Good,Apply potassium fertilizer; Increase irrigation; Add organic compost
F3587,2024-09-13,Sandy,Corn,Central,Winter,17.56,5.78,5.61,46.94,27.57,221.21,1.56,1.16,1.584,5.2,68.1,0.362,0.644,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F3588,2024-09-30,Loam,Wheat,West,Fall,24.55,13.92,7.25,36.16,13.77,299.98,4.35,1.24,1.464,15.7,77.1,0.325,0.872,Excellent,Apply phosphorus fertilizer
F3589,2025-01-12,Peat,Cotton,North,Fall,65.68,9.39,5.64,45.36,23.68,194.11,11.81,0.89,0.989,13.3,55.9,0.415,0.76,Good,Add lime to increase pH; Improve drainage
F3590,2024-03-17,Loam,Barley,South,Spring,35.03,19.15,6.84,56.83,30.27,80.49,3.86,1.26,1.379,11.6,68.2,0.818,0.905,Excellent,Apply potassium fertilizer
F3591,2023-12-25,Loam,Corn,Central,Spring,27.69,14.63,6.81,58.52,33.56,154.2,4.15,1.73,1.351,19.3,30.6,0.726,0.878,Excellent,Maintain current practices
F3592,2024-03-22,Silt,Potato,South,Spring,33.58,20.77,7.13,51.5,34.5,214.48,3.99,0.57,1.366,12.3,71.4,0.672,0.889,Excellent,Maintain current practices
F3593,2024-06-02,Peat,Cotton,Central,Summer,41.37,23.87,5.27,59.49,37.13,261.56,12.66,0.57,0.732,8.7,93.1,0.639,0.824,Excellent,Add lime to increase pH
F3594,2024-10-08,Clay,Corn,East,Summer,24.29,24.42,7.36,60.7,29.4,237.27,3.56,0.65,1.292,4.2,44.6,0.634,0.818,Excellent,Maintain current practices
F3595,2024-12-08,Loam,Corn,East,Fall,19.64,12.9,6.14,47.59,31.23,196.77,4.12,0.38,1.447,6.4,63.0,0.115,0.813,Excellent,Increase irrigation
F3596,2023-12-19,Clay,Cotton,East,Summer,23.2,25.73,7.23,50.03,35.78,150.28,3.72,0.36,1.548,5.3,70.2,0.547,0.881,Excellent,Maintain current practices
F3597,2024-11-03,Sandy,Rice,East,Summer,13.04,22.52,5.78,55.53,35.59,149.07,2.28,0.26,1.769,4.2,64.2,0.558,0.689,Good,Add lime to increase pH; Increase irrigation
F3598,2024-12-02,Silt,Corn,South,Winter,38.1,8.38,7.04,54.74,21.34,158.19,3.09,0.45,1.326,0.8,59.6,0.035,0.869,Excellent,Maintain current practices
F3599,2024-02-01,Loam,Wheat,North,Fall,21.67,4.85,7.2,39.9,34.72,143.39,3.38,0.64,1.453,5.1,60.3,0.507,0.767,Good,Maintain current practices
F3600,2024-08-28,Clay,Barley,North,Spring,42.4,11.72,7.79,60.06,25.26,187.94,4.27,0.44,1.097,11.3,50.3,0.593,0.84,Excellent,Add sulfur to decrease pH
F3601,2025-08-13,Sandy,Potato,West,Spring,15.87,21.18,6.36,58.03,24.41,208.06,1.77,1.93,1.447,11.0,58.7,0.936,0.718,Good,Increase irrigation; Add organic compost
F3602,2025-05-12,Peat,Potato,Central,Spring,66.84,13.24,4.89,62.55,17.43,173.63,11.86,1.8,0.96,14.5,48.5,0.412,0.587,Fair,Add lime to increase pH; Improve drainage
F3603,2024-09-04,Sandy,Potato,North,Fall,21.25,8.8,5.98,50.55,26.86,171.29,1.32,0.58,1.579,15.2,93.0,0.186,0.7,Good,Add lime to increase pH; Add organic compost
F3604,2024-10-16,Sandy,Soybean,Central,Fall,18.69,10.77,5.76,28.23,25.59,188.79,2.14,0.45,1.66,11.3,93.6,0.373,0.777,Good,Add lime to increase pH; Apply nitrogen fertilizer; Increase irrigation
F3605,2024-10-31,Sandy,Rice,East,Winter,16.47,1.14,6.16,49.09,14.39,229.7,1.58,1.29,1.626,2.4,58.8,0.196,0.702,Good,Apply phosphorus fertilizer; Increase irrigation; Add organic compost
F3606,2024-12-04,Clay,Cotton,Central,Winter,43.71,4.61,7.04,62.48,25.84,116.63,4.12,0.13,1.174,15.7,41.1,0.284,0.824,Excellent,Apply potassium fertilizer
F3607,2024-02-19,Peat,Potato,East,Fall,59.81,13.8,5.59,38.75,17.08,190.05,12.25,0.79,0.856,9.8,67.7,0.426,0.804,Excellent,Add lime to increase pH; Improve drainage
F3608,2025-07-17,Sandy,Potato,East,Fall,15.9,18.17,6.04,49.03,40.63,173.4,0.89,0.31,1.628,13.1,51.1,0.006,0.682,Good,Increase irrigation; Add organic compost
F3609,2024-09-07,Loam,Cotton,Central,Winter,36.09,4.77,6.69,41.21,22.41,201.3,4.1,0.73,1.512,11.6,55.6,0.43,0.944,Excellent,Maintain current practices
F3610,2024-07-08,Loam,Barley,South,Summer,19.34,29.02,7.22,53.28,26.8,148.33,4.57,0.59,1.406,7.6,55.7,0.486,0.818,Excellent,Increase irrigation
F3611,2024-08-06,Peat,Corn,North,Winter,80.0,4.86,6.07,62.48,6.49,192.81,11.88,3.52,0.839,8.0,42.0,0.064,0.493,Fair,Apply phosphorus fertilizer; Improve drainage; Reduce soil salinity
F3612,2023-10-14,Clay,Rice,North,Spring,39.21,9.95,7.22,51.1,25.03,175.53,3.7,1.82,1.205,8.8,62.9,0.491,0.762,Good,Maintain current practices
F3613,2025-04-23,Sandy,Barley,East,Summer,14.06,25.3,5.41,24.03,23.79,154.7,1.81,1.0,1.599,16.5,47.3,0.687,0.558,Fair,Add lime to increase pH; Apply nitrogen fertilizer; Increase irrigation; Add organic compost
F3614,2025-06-20,Sandy,Corn,South,Summer,11.82,29.29,6.41,60.91,31.44,129.35,1.97,1.04,1.55,15.5,44.9,0.29,0.71,Good,Increase irrigation; Add organic compost
F3615,2024-04-01,Clay,Cotton,East,Spring,45.4,13.52,7.08,55.27,26.99,186.94,3.29,0.35,1.363,13.4,80.5,0.428,0.713,Good,Maintain current practices
F3616,2023-10-05,Clay,Cotton,East,Winter,44.78,7.75,6.6,46.71,37.87,219.24,3.62,0.28,1.324,22.0,49.4,0.777,0.847,Excellent,Maintain current practices
F3617,2025-07-30,Peat,Soybean,West,Summer,43.27,27.19,5.42,48.35,26.61,182.44,11.49,0.74,0.682,9.7,68.3,0.72,0.906,Excellent,Add lime to increase pH
F3618,2025-02-14,Clay,Barley,East,Fall,37.95,12.31,7.11,30.7,36.0,202.82,3.27,1.05,1.276,13.7,78.9,0.068,0.853,Excellent,Maintain current practices
F3619,2024-01-26,Peat,Tomato,West,Winter,80.0,4.78,4.91,63.72,32.73,144.78,11.3,0.11,0.908,10.3,30.0,0.467,0.582,Fair,Add lime to increase pH; Improve drainage
F3620,2025-06-14,Silt,Soybean,West,Winter,41.22,4.89,6.72,35.57,20.16,234.79,3.0,2.11,1.512,17.1,39.1,0.385,0.823,Excellent,Reduce soil salinity
F3621,2023-09-07,Silt,Barley,West,Summer,23.68,26.79,7.82,52.29,13.13,207.72,3.55,1.28,1.371,1.9,38.8,0.829,0.766,Good,Add sulfur to decrease pH; Apply phosphorus fertilizer
F3622,2024-09-12,Sandy,Cotton,Central,Summer,9.49,22.12,5.61,60.16,22.68,185.27,1.14,1.11,1.531,1.3,76.8,0.574,0.6,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F3623,2024-02-25,Loam,Soybean,North,Summer,18.79,21.07,6.61,50.65,10.45,183.61,3.67,2.63,1.491,11.7,81.1,0.516,0.855,Excellent,Apply phosphorus fertilizer; Increase irrigation; Reduce soil salinity
F3624,2023-11-04,Peat,Corn,South,Summer,44.11,28.35,5.03,57.87,25.45,153.94,12.47,1.03,0.733,5.9,47.5,0.712,0.711,Good,Add lime to increase pH
F3625,2025-06-22,Sandy,Soybean,Central,Summer,14.22,24.67,5.87,34.52,22.53,194.0,1.41,1.4,1.489,8.6,65.8,0.84,0.691,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F3626,2023-10-31,Clay,Barley,Central,Spring,43.09,16.87,7.07,45.36,30.7,189.51,3.35,1.47,0.993,16.3,78.9,0.848,0.877,Excellent,Maintain current practices
F3627,2024-10-30,Silt,Wheat,North,Summer,19.1,24.53,6.46,46.64,22.93,198.16,2.51,0.75,1.486,16.7,39.7,0.663,0.743,Good,Increase irrigation
F3628,2025-03-20,Loam,Potato,South,Summer,20.26,26.33,6.76,58.68,33.9,122.39,4.84,1.69,1.32,26.9,46.2,0.627,0.861,Excellent,Maintain current practices
F3629,2024-12-26,Silt,Cotton,North,Summer,16.98,26.73,6.49,46.11,27.61,177.83,2.27,3.18,1.36,8.3,78.4,0.364,0.767,Good,Increase irrigation; Reduce soil salinity
F3630,2024-03-04,Silt,Corn,West,Summer,21.78,26.5,7.0,58.9,34.09,153.86,2.72,0.97,1.372,7.8,61.4,0.474,0.825,Excellent,Maintain current practices
F3631,2024-05-24,Loam,Potato,West,Fall,27.98,12.89,7.05,45.61,21.35,215.42,4.37,0.23,1.38,10.5,44.9,0.378,0.938,Excellent,Maintain current practices
F3632,2024-09-23,Loam,Barley,West,Summer,15.86,27.1,6.59,47.01,17.41,182.23,4.44,0.4,1.291,6.4,52.4,0.708,0.901,Excellent,Increase irrigation
F3633,2025-05-26,Sandy,Wheat,East,Summer,11.35,25.73,6.02,43.08,33.57,162.13,2.22,0.82,1.648,3.7,78.5,0.785,0.76,Good,Increase irrigation
F3634,2023-12-14,Clay,Potato,West,Summer,23.7,27.5,7.12,50.96,24.31,190.91,4.17,0.71,1.143,8.4,64.5,0.726,1.0,Excellent,Maintain current practices
F3635,2024-11-24,Silt,Wheat,Central,Summer,21.56,20.84,6.45,48.5,17.41,213.12,3.94,1.44,1.441,10.5,71.7,0.545,0.867,Excellent,Maintain current practices
F3636,2024-12-12,Clay,Potato,South,Spring,43.3,20.0,6.98,57.03,20.34,111.0,2.95,1.04,1.425,7.9,32.6,0.453,0.82,Excellent,Apply potassium fertilizer
F3637,2025-04-01,Sandy,Soybean,West,Summer,11.75,26.21,6.6,30.7,33.76,162.82,1.38,0.1,1.418,7.3,74.4,0.578,0.688,Good,Increase irrigation; Add organic compost
F3638,2024-03-05,Peat,Rice,North,Fall,57.0,10.06,5.87,43.0,28.49,210.24,11.88,0.48,0.78,2.3,55.5,0.142,0.802,Excellent,Add lime to increase pH; Improve drainage
F3639,2024-10-26,Sandy,Rice,Central,Summer,9.92,25.85,5.66,35.8,30.35,213.03,1.38,0.62,1.627,1.4,73.6,0.39,0.621,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F3640,2025-07-05,Sandy,Corn,West,Fall,13.7,14.06,6.05,68.57,17.7,222.58,1.06,0.26,1.564,8.0,71.7,0.483,0.726,Good,Increase irrigation; Add organic compost
F3641,2025-03-20,Peat,Corn,East,Summer,37.37,29.56,5.53,78.36,23.88,174.85,11.81,3.0,0.939,1.4,51.6,0.274,0.72,Good,Add lime to increase pH; Reduce soil salinity
F3642,2024-07-29,Peat,Rice,South,Summer,43.13,32.12,5.13,60.31,20.71,197.07,11.73,0.76,0.789,4.1,50.9,0.7,0.822,Excellent,Add lime to increase pH
F3643,2024-07-24,Loam,Soybean,Central,Summer,12.98,25.73,6.96,55.96,21.78,233.87,4.28,0.65,1.326,21.7,82.4,0.877,0.783,Good,Increase irrigation
F3644,2024-01-04,Peat,Barley,East,Winter,75.8,5.59,5.33,26.96,18.16,199.59,11.86,1.09,0.824,2.2,85.5,0.091,0.571,Fair,Add lime to increase pH; Apply nitrogen fertilizer; Improve drainage
